ticker,n,best_model,mu,sigma,t_df,t_loc,t_scale,ll_norm,aic_norm,bic_norm,ks_p_norm,cvm_p_norm,ll_t,aic_t,bic_t,ks_p_t,cvm_p_t
ORLY,3982,t,,,3.5966294160591796,0.0010696355518088195,0.01019096332777231,10848.794356007278,-21693.588712014556,-21681.00963304531,1.5498845153605437e-18,4.694539201821613e-10,11443.479291821286,-22880.958583642572,-22862.0899651887,0.8251582576810803,0.7849148342456298
EW,3982,t,,,3.0800244536455947,0.0008410465677151351,0.012067809529149195,9765.798672761264,-19527.59734552253,-19515.01826655328,1.3111769266922347e-30,1.2993515152714963e-09,10565.567068274624,-21125.134136549248,-21106.265518095377,0.999189830436845,0.9997896931298992
APA,3982,t,,,2.9330233130096666,-0.00011645912576452284,0.018460253890388467,7934.754603735142,-15865.509207470284,-15852.930128501035,2.1684802798294072e-32,5.855618212535774e-10,8801.066134584045,-17596.13226916809,-17577.26365071422,0.47093788680872595,0.5262135761477078
TDY,3982,t,,,3.5112395197158746,0.0009472045087511037,0.011086240389627635,10622.463540862493,-21240.927081724985,-21228.348002755738,1.807135197181517e-18,3.6708414086206176e-11,11078.59322501039,-22151.18645002078,-22132.31783156691,0.8473058610242642,0.8015956482659001
AMD,3982,t,,,3.457310157096355,0.0007040858768917093,0.023376493388045174,7705.652734572579,-15407.305469145158,-15394.726390175909,2.123031941652784e-15,3.903409817596071e-10,8088.444973338717,-16170.889946677435,-16152.021328223562,0.4399225699056425,0.8008226879834315
IEX,3982,t,,,3.6990811804224855,0.0006964610557185779,0.010484728758579743,11036.06907661527,-22068.13815323054,-22055.55907426129,2.511710578000743e-16,1.2789991288286728e-11,11363.958721052033,-22721.917442104066,-22703.048823650195,0.8972444690449328,0.9151257762037034
PCAR,3982,t,,,3.859694048045063,0.00048441921079595647,0.011911954929393176,10628.868317256527,-21253.736634513054,-21241.157555543807,1.3953793926410641e-11,1.5195211755525406e-10,10904.792476332756,-21803.58495266551,-21784.71633421164,0.8984041598419041,0.8908391031608743
CTRA,3982,t,,,4.0898116017779955,0.00018356046380632373,0.01711678943258959,9287.457836942314,-18570.91567388463,-18558.33659491538,7.350863881187216e-09,6.140665753662233e-11,9524.650389519185,-19043.30077903837,-19024.4321605845,0.9266798589983528,0.8857928889936337
LVS,3982,t,,,3.3308319102077197,0.0003345768510801234,0.016495362596690887,9105.852767210537,-18207.705534421075,-18195.126455451827,1.1613838444956302e-14,2.454176861732549e-10,9428.624419495569,-18851.248838991138,-18832.380220537267,0.9761196706387859,0.8710285380278863
PWR,3982,t,,,3.321139702784026,0.0010791147536984725,0.01328579818858594,9735.963311736308,-19467.926623472616,-19455.34754450337,5.051615735396035e-22,1.325299536780733e-09,10286.403833687127,-20566.807667374254,-20547.939048920383,0.928617981682986,0.9621626880032459
DTE,3982,t,,,3.564629052022881,0.0009022296845838695,0.008324225628295469,11678.237644721057,-23352.475289442114,-23339.896210472867,4.830638118082881e-20,7.06062097677318e-10,12238.229012291189,-24470.458024582378,-24451.589406128507,0.34339679424508374,0.2593581131849755
HAL,3982,t,,,3.4901736078969403,0.00027854445002761276,0.017610411502815712,8681.126667019977,-17358.253334039953,-17345.674255070706,8.136559696323114e-21,6.309857081276959e-10,9228.251088773724,-18450.50217754745,-18431.633559093578,0.7715515846962381,0.6642601581817018
SWKS,3982,t,,,3.67741517127997,0.0009176861297963919,0.01780143235698766,8863.248643904477,-17722.497287808954,-17709.918208839706,2.3044893992756713e-15,1.1720213688448666e-10,9249.109488948892,-18492.218977897784,-18473.350359443913,0.9588625909423152,0.9179497636804036
RVTY,3982,t,,,3.6247642900315395,0.0007748849313896487,0.012375276654374615,10357.265781746482,-20710.531563492965,-20697.952484523717,5.28469611845259e-16,3.3948288624685574e-11,10679.605623096002,-21353.211246192004,-21334.342627738133,0.668472240249977,0.7185670110583497
CAG,3982,t,,,3.2520939526231354,0.00046327772352158553,0.009130008383208812,11159.948065686664,-22315.896131373327,-22303.31705240408,5.22052097951506e-23,1.2737610965984913e-10,11752.095271077167,-23498.190542154334,-23479.321923700463,0.5867437677648792,0.8679638255464694
BEN,3982,t,,,3.7353973702136947,0.00033676907782694617,0.013505435997702372,10037.031614057814,-20070.06322811563,-20057.48414914638,9.710312304930936e-14,1.102740121439183e-11,10367.273147350035,-20728.54629470007,-20709.6776762462,0.8793764127818086,0.7981758453586301
ADM,3982,t,,,3.5094698832383777,0.0008128783845502661,0.010987668263318883,10667.80430917034,-21331.60861834068,-21319.029539371433,4.561237289867698e-19,4.54573045871598e-11,11113.520618879847,-22221.041237759695,-22202.172619305824,0.8007050412691997,0.8232687393781118
